trace_id,label,avg_latency,max_latency,total_tool_calls,total_bytes,max_api_sensitivity,num_api_calls,tool_sequence
e1fed3f4-6ff5-4786-80db-ef7d3fc91536,0,438.6666666666667,1059,1,947,0.2,1,kb-search
5df7ebba-449b-42d4-b01b-7090a83ba0ac,0,503.6666666666667,1294,1,197,0.2,1,weather_api
5e252b90-b2b5-4b3d-b4be-ed8637a93699,0,241.66666666666666,448,1,4736,0.2,1,kb-search
cc19be0f-338e-4ab3-bb36-a5dffa5e4276,0,178.33333333333334,221,1,6223,0.3,1,calculator
82dc9155-de26-4d00-80a9-9864790b326d,0,300.0,745,1,2537,0.2,1,calendar_lookup
cb91eff5-2e14-4c93-b939-9c7995cbe559,0,542.0,1455,1,596,0.2,1,calculator
92be009e-0bbc-48e6-bbaa-41d3f0d9502a,0,665.6666666666666,1777,1,6862,0.2,1,user_profile
08961831-9a85-47dc-a1d6-cd29d031a59f,0,151.66666666666666,221,1,2753,0.2,1,calculator
a173e6fe-80fb-413e-94f6-76b09bbc82cf,0,471.6666666666667,1208,1,429,0.2,1,kb-search
ea379ee8-9cc2-49de-a762-5cf8ebd8c93c,0,557.6666666666666,1387,1,1963,0.2,1,weather_api
9c1f176d-a5f7-4ea2-a614-57601f509f06,0,600.3333333333334,1634,1,7028,0.3,1,weather_api
d6df2d22-d622-44c9-a3c3-29d68c707ce4,0,466.6666666666667,1207,1,6128,0.3,1,calculator
872b6191-3ff8-43e7-986d-0b9ba7096e64,0,439.3333333333333,981,1,4956,0.3,1,weather_api
883e13ef-1fd4-4123-b87f-a4adc47ae6be,0,521.0,1342,1,5665,0.3,1,calculator
c5edcb84-7b24-42d1-bd93-03cc5fa1f5eb,0,153.66666666666666,261,1,619,0.2,1,calculator
a36726be-f0a5-4046-9d96-984625a201ac,0,371.3333333333333,878,1,7138,0.2,1,calculator
d7cc9936-aa72-4728-bbf1-2159465944fb,0,147.0,220,1,2475,0.3,1,weather_api
c57d2834-ba96-4848-aa4b-a52ffa90ce15,0,507.0,1300,1,969,0.2,1,weather_api
f0cc832f-7521-497e-b4f8-6d962ca881e6,0,371.6666666666667,975,1,3304,0.3,1,user_profile
9387b14f-5f87-4896-89e9-9c3b7ae274fd,0,212.0,359,1,6465,0.2,1,calculator
0fe46f8b-0e62-46eb-8703-2c5c3f0a2f18,0,578.0,1510,1,3493,0.3,1,calculator
bdd3d7f8-6358-4e91-9f8e-2acdfe22438c,0,673.0,1763,1,3452,0.2,1,calculator
51ed515c-36ca-4c6c-a6fb-216b373ad6f3,0,281.0,721,1,4067,0.2,1,user_profile
9a541ea5-0a9f-4a8d-a796-5f1b9e340071,0,622.6666666666666,1592,1,6887,0.3,1,calculator
270f4039-0b16-4b7f-853f-13c3764b4de2,0,402.0,1041,1,2479,0.3,1,calendar_lookup
d6e2be1b-5b63-40fa-9f03-48a5d63d73d1,0,324.0,780,1,4154,0.3,1,weather_api
59dd706e-6c91-4640-a50f-69fbb20c6fb6,0,191.33333333333334,324,1,7970,0.2,1,calendar_lookup
4313ad08-c291-4e56-aa68-d0ca669436dd,0,391.6666666666667,861,1,6320,0.2,1,user_profile
c65c7fbd-ac3e-4d5d-9a22-4d2b46f3f48c,0,193.66666666666666,414,1,3697,0.2,1,weather_api
2385be67-97ef-4f71-b61f-50c14ac16fe1,0,658.6666666666666,1795,1,5623,0.2,1,weather_api
4680c31f-fc88-40b0-b19e-c7c92471ac5b,0,524.3333333333334,1391,1,7442,0.3,1,calculator
dc60fadd-98a8-4e26-8369-cffc83e763de,0,539.3333333333334,1403,1,657,0.2,1,calculator
6a1c40fd-a96f-4cf1-8bbd-e22206b9ebeb,0,590.6666666666666,1464,1,7219,0.2,1,calculator
89898e6a-6405-4b51-80e1-6eb0b8cf0a8c,0,510.3333333333333,1310,1,6058,0.2,1,kb-search
5a96492c-c9b6-459f-86f8-0b25041369ef,0,371.0,942,1,7376,0.3,1,calendar_lookup
bc2562a6-86ca-466d-9d6a-07b7eab3532a,0,541.0,1403,1,1189,0.2,1,calendar_lookup
9af4d157-1b27-479c-9c3f-9034dca95d85,0,575.6666666666666,1439,1,4990,0.2,1,calendar_lookup
e08f43e8-88f0-4d3e-bb80-349a780226b9,0,279.0,588,1,7300,0.3,1,calendar_lookup
0a1767ff-59ae-447e-b8c1-9d95aead6fc3,0,329.6666666666667,741,1,5708,0.2,1,kb-search
19e1e425-1d38-406b-88f8-1f41842199e0,0,329.3333333333333,829,1,3634,0.2,1,user_profile
6338dc6a-784f-4caa-872f-d29798eb357d,0,289.3333333333333,605,1,2298,0.3,1,calendar_lookup
c18ba2f9-f872-4f54-858f-425a45299981,0,414.6666666666667,1119,1,5414,0.2,1,weather_api
381237c9-0a1c-4252-acf2-6409da801f7a,0,547.3333333333334,1369,1,710,0.3,1,weather_api
e406cb43-310f-441e-bd14-0b7230fc2bae,0,152.66666666666666,245,1,3608,0.2,1,calculator
cd20cd98-727d-4f1d-9348-d513bdf366f9,0,625.3333333333334,1749,1,2567,0.2,1,user_profile
2fe04c51-5f13-443d-b5bb-a73f405bd50d,0,502.3333333333333,1191,1,2264,0.2,1,user_profile
06a89ad9-15cc-4c52-952a-638fc548350c,0,358.0,827,1,6226,0.3,1,calendar_lookup
c9f9c8ea-48d6-4803-9491-ff4ea13a5b9f,0,301.0,737,1,2276,0.3,1,user_profile
026d3c95-3d8f-4129-a9a4-d1777e14a989,0,441.0,1169,1,7060,0.2,1,weather_api
26247422-cdf5-4aaa-9513-9a0222fafef9,0,260.3333333333333,489,1,5927,0.2,1,weather_api
2bb0a7cd-7286-4c41-a23e-9d2750b8f43a,0,258.0,659,1,5277,0.2,1,weather_api
9bf39b44-4b59-4c5c-8d2c-f8239e323a32,0,552.6666666666666,1344,1,5410,0.2,1,user_profile
02f7e080-c8bf-4bc5-979e-b4fcdcd53d38,0,525.0,1409,1,206,0.2,1,user_profile
e2cd235c-1ca9-4c13-b111-503dc30a347e,0,465.0,1198,1,7826,0.2,1,user_profile
918a3f9d-5f37-4c0f-9ac1-e16ea8efd69d,0,427.6666666666667,1084,1,7416,0.2,1,calculator
d43d702e-c93b-4300-8c96-870879cf3073,0,165.0,228,1,5800,0.2,1,user_profile
f76b09fc-3cf7-4c66-b2a9-a493dad159fe,0,551.3333333333334,1333,1,6723,0.2,1,calculator
c76f4019-9b08-4630-ba43-ca60159f5b8f,0,534.0,1339,1,5529,0.3,1,calendar_lookup
905d0ede-7d6a-4ee7-9cff-dcad9f2bc1f8,0,551.0,1467,1,938,0.2,1,calendar_lookup
990b2eec-4a3b-49ee-a242-09121854ac25,0,254.33333333333334,568,1,5904,0.3,1,calendar_lookup
1e1acdfc-3ef4-4644-a618-b4e23b67c109,0,200.0,442,1,1955,0.3,1,calendar_lookup
321314fa-6c80-4934-945d-3370ffe305b7,0,207.0,284,1,2881,0.3,1,weather_api
9b7813b8-84b9-44f2-860d-7a0083b8f88c,0,583.6666666666666,1520,1,5458,0.3,1,kb-search
03c2f07d-2717-49f5-af45-3a62c328d84c,0,381.3333333333333,872,1,1567,0.2,1,user_profile
4abc7331-40d0-442f-9562-3b8eb5be61c5,0,246.0,496,1,2837,0.2,1,calendar_lookup
c390b9f2-9d98-47f4-a07e-432d5ec2d4b1,0,216.66666666666666,414,1,7429,0.2,1,calculator
df5d18ca-745b-41a5-a43c-fe2d3644ab49,0,504.0,1333,1,6872,0.2,1,weather_api
67ff45eb-ed51-4771-a318-9064d8fc8230,0,364.6666666666667,897,1,5968,0.3,1,kb-search
6f2cd93a-a067-4e12-9fc6-298bc6d788ae,0,346.0,797,1,6923,0.3,1,calculator
dc366a4c-bc90-477a-b93c-81d0f1cb9491,0,548.6666666666666,1431,1,2064,0.2,1,calendar_lookup
13752ea4-d3e1-40a7-9696-7fe25cc51433,0,630.0,1662,1,1059,0.2,1,calculator
410648d7-1607-41a6-9358-49667dda7aa6,0,170.0,262,1,151,0.2,1,user_profile
0e928790-d872-454e-b623-c969a1d878ac,0,229.33333333333334,454,1,3829,0.2,1,weather_api
cea2aef2-98c8-4a27-a4dc-c8079d76f2a1,0,508.3333333333333,1349,1,3192,0.3,1,calculator
0c472108-62a5-4116-9597-a49d165db542,0,174.0,298,1,283,0.2,1,user_profile
b91d2e00-2a62-4d69-baa3-c02cfa5d013b,0,422.3333333333333,1003,1,7065,0.2,1,kb-search
399d1cac-043a-4cf0-80a6-3f406b8cf21a,0,302.6666666666667,681,1,2171,0.2,1,weather_api
9ab30726-1be7-48c9-bfb2-7e7f31e5e23e,0,505.3333333333333,1187,1,5855,0.2,1,kb-search
6a418407-001c-4a60-b63e-4d5a2ab33eb7,0,334.3333333333333,870,1,1562,0.3,1,calendar_lookup
718db509-49cd-4cd1-bc9b-44e7e8c367a4,0,293.3333333333333,728,1,969,0.2,1,calculator
2875a170-815f-4539-ba1e-64e83fbbb1dd,0,479.6666666666667,1153,1,5392,0.2,1,user_profile
293cf883-38f0-4e22-90aa-05311de90231,0,460.3333333333333,1244,1,580,0.2,1,weather_api
27a3e566-b5ef-4c20-afde-bc477c4099a5,0,411.0,993,1,3827,0.2,1,weather_api
73a1d067-6d0a-4a9b-9826-2928a6816f7c,0,161.0,291,1,2689,0.2,1,calculator
93532596-acbb-46c6-af08-91e41b54c974,0,416.6666666666667,1001,1,4195,0.2,1,weather_api
7c97b607-693a-4d41-bda1-432090bf3779,0,578.3333333333334,1475,1,7981,0.2,1,weather_api
23854b90-ff92-4a2b-b4b6-fcf0057c4f03,0,229.0,530,1,4826,0.3,1,calculator
0041e25f-a941-4960-a9a5-0ef67c5fb37b,0,424.6666666666667,1065,1,2450,0.3,1,calculator
08d3b136-48a2-495e-83bb-4a9f172c34b5,0,353.3333333333333,822,1,7610,0.3,1,weather_api
1b31939b-97fc-4c98-8430-5e42d92053ad,0,126.33333333333333,214,1,2333,0.2,1,kb-search
f9f0d8f3-485e-4a90-9d22-63d835229957,0,502.3333333333333,1271,1,5926,0.2,1,calculator
067cfe0f-dece-4bc2-aab5-836a1466b9ae,0,458.6666666666667,1194,1,4596,0.3,1,calendar_lookup
dca49405-1c50-4d36-98e9-668e97872f19,0,417.0,1081,1,6794,0.2,1,calculator
5a33be6f-ee41-4f98-82db-1ce8aff77f91,0,311.6666666666667,752,1,2176,0.2,1,weather_api
1442d83d-c3ff-414d-8553-7479851fa504,0,261.3333333333333,669,1,3491,0.2,1,user_profile
69a6c294-f703-4431-9fd3-3d6ce3562e4f,0,638.0,1637,1,1325,0.2,1,user_profile
a5e54ea3-a952-41c5-b91c-2e5736397d3d,0,239.0,507,1,4736,0.2,1,user_profile
4b9713fd-560f-4831-a0af-9a4779b9b020,0,413.3333333333333,986,1,879,0.2,1,calendar_lookup
4f7a81c4-63d9-47b4-b09f-60f887b64c01,0,550.3333333333334,1303,1,2173,0.3,1,calculator
2e641513-5a5c-4854-9241-1f04008bf2c9,0,453.0,1082,1,4700,0.3,1,calendar_lookup
79dfcdf1-2c27-4ac6-bcad-7e5f0c3f077d,0,295.3333333333333,597,1,6796,0.2,1,calculator
8bba6233-d0da-4f99-9567-06c0b7ac93d6,0,299.6666666666667,571,1,3600,0.2,1,kb-search
5993fe89-143c-4d1c-9aa8-0f2aab2d2bf9,0,208.66666666666666,543,1,1076,0.3,1,user_profile
f043a751-9de1-41c4-b73a-80293e15be81,0,496.3333333333333,1226,1,7934,0.2,1,weather_api
85d012c9-7109-4fc6-b34b-3d14a0bfe34d,0,399.0,876,1,5084,0.3,1,calculator
e4386b87-1802-49a9-a980-7af7a045ca1d,0,369.6666666666667,975,1,175,0.2,1,calculator
28601f55-d0e7-49e1-92fc-f5ab5ae950e9,0,603.6666666666666,1626,1,4190,0.2,1,user_profile
6115a630-c58c-46b2-918a-3371510576f9,0,370.0,843,1,154,0.2,1,calculator
30f52ad9-cbbd-4f93-ba62-fc83bea4e6b6,0,539.6666666666666,1307,1,5810,0.3,1,calendar_lookup
53cc9d46-d541-48f5-a723-2e305585830b,0,420.0,1067,1,3070,0.3,1,user_profile
3598c283-e27f-414c-9c35-c0e4f404e0f3,0,225.0,520,1,6683,0.2,1,kb-search
f382c7a4-2a3f-4250-a690-79d043d71cf1,0,117.0,227,1,3720,0.2,1,calculator
4aea5c01-1350-46c5-b6a7-ffdde9c25014,0,323.0,802,1,2206,0.3,1,calendar_lookup
ab3aa5ae-b180-4c71-ac80-59ac6ac89c34,0,415.6666666666667,1044,1,1364,0.2,1,user_profile
e4bf3ec5-0629-470e-a349-0578e2be4d56,0,348.6666666666667,828,1,728,0.3,1,weather_api
163feb92-0d41-4128-a932-2266f32d0788,0,263.3333333333333,562,1,2763,0.2,1,calendar_lookup
ec4c334d-b9d5-4c98-8961-f498a21d0f54,0,542.3333333333334,1341,1,7448,0.3,1,weather_api
d34525cf-78e1-47a6-a939-e29c0a583517,0,559.3333333333334,1465,1,7467,0.3,1,calculator
4dfc2966-59da-493a-b539-58a004d6003b,0,501.3333333333333,1191,1,5173,0.3,1,weather_api
ab2e02e5-fc48-4bab-9b44-3d83b5cc0d82,0,200.33333333333334,250,1,4807,0.2,1,weather_api
21c1f647-a4f5-45e8-a224-d160960e0763,0,198.0,345,1,7137,0.3,1,kb-search
0ef553d6-d005-43a5-bd95-6791a3cec850,0,436.0,1026,1,2274,0.2,1,user_profile
2d3b3efd-80b2-4a50-b8f2-cbe52d765a9a,0,593.0,1665,1,460,0.3,1,calculator
0e07be07-820a-4647-affd-e877d342dad7,0,224.33333333333334,520,1,3028,0.3,1,user_profile
9586e985-b967-4374-92b8-8a006f56486d,0,575.3333333333334,1435,1,4229,0.2,1,weather_api
ab186201-a01c-4186-a2ff-c07bc66b105d,0,621.0,1610,1,797,0.2,1,weather_api
9f10bf17-224b-46ae-a1b0-583ade88cffc,0,294.0,783,1,5743,0.2,1,user_profile
84af59cb-4783-4f16-b3b5-0ffd78983fa8,0,350.0,842,1,7157,0.2,1,calculator
fb2fc092-4cf1-45b2-b4aa-728f0cac8bcc,0,528.0,1296,1,5840,0.3,1,weather_api
ba12ba10-3a92-475b-85b8-8a91d1396d35,0,154.33333333333334,356,1,6507,0.2,1,weather_api
4cbc8af5-6d9a-4a7f-b57c-64dfc97437c1,0,172.0,243,1,5739,0.2,1,user_profile
90dc6a8c-58cf-4d6a-bb9d-33300a977fc2,0,570.6666666666666,1418,1,6549,0.2,1,kb-search
8976597e-9f60-4d6a-bacf-eb5f899d276f,0,271.3333333333333,554,1,2609,0.2,1,user_profile
46a2c8b7-7804-4148-b89f-107dfdc46398,0,565.0,1521,1,2863,0.3,1,kb-search
6247d0eb-a2c2-4e19-a409-2f04f785d840,0,696.3333333333334,1742,1,1860,0.2,1,kb-search
fff2ec06-d45e-4aa3-bdcc-025863726e22,0,177.33333333333334,405,1,2942,0.2,1,weather_api
e9ecbea8-7966-4fbc-8bee-7cf4a18af254,0,176.33333333333334,224,1,2420,0.3,1,weather_api
40be0227-b98d-4d99-a241-825ce0cd94e2,0,411.6666666666667,963,1,2486,0.3,1,user_profile
7ba46f0b-17d6-4ede-a544-fefd21cd8516,0,221.0,368,1,5910,0.2,1,user_profile
e685f36a-91f6-4f3d-842c-c31b37db8e62,0,373.6666666666667,871,1,1680,0.2,1,calendar_lookup
4261cd8b-53bc-4428-a8b9-a8d61d3ba900,0,279.6666666666667,647,1,6260,0.2,1,weather_api
174e57e5-dae5-4f2b-b7e5-38d155c9ff84,0,492.6666666666667,1371,1,4519,0.2,1,weather_api
085cf90c-242d-4c7b-8c7a-1d3e6f95a418,0,394.6666666666667,934,1,925,0.2,1,user_profile
304f8000-979c-49fe-9e8b-7ac13eed071b,0,574.6666666666666,1448,1,1155,0.3,1,user_profile
f4ac134a-09b5-4125-95ed-0f55d45e9f60,0,548.3333333333334,1350,1,4758,0.3,1,calculator
ef89b555-daec-4c98-a73a-8eb0199a6e4d,0,529.6666666666666,1245,1,2972,0.2,1,weather_api
070a217d-3f7e-432e-bf5a-c71cfda2301f,0,307.0,733,1,4960,0.2,1,calculator
ba2179d2-cdc2-4387-91b4-a6dd6098e037,0,329.3333333333333,847,1,794,0.2,1,user_profile
c26c3e55-63aa-43d9-93af-e6a5fe63eb79,0,507.3333333333333,1376,1,1906,0.2,1,user_profile
dd1fee79-e13c-444f-b19a-d0253ad742f6,0,119.66666666666667,241,1,5330,0.2,1,user_profile
b5a223c7-741c-4b42-b4fa-bb9a0a91f8cb,0,439.0,1008,1,2385,0.2,1,user_profile
76bd1338-bf6d-4f9f-8d7f-642da9aff176,0,318.0,690,1,1582,0.2,1,calendar_lookup
b949a052-4e80-438c-a9e1-289af03e55b2,0,277.3333333333333,495,1,6065,0.2,1,calculator
29b76256-3b9e-429f-b54d-cb58b850c220,0,397.3333333333333,952,1,293,0.2,1,weather_api
7a40aad3-05d9-430a-8c98-4eb9252fa69f,0,194.66666666666666,405,1,2144,0.2,1,user_profile
66c3d2a6-8c39-4e83-95d2-322e33df49d0,0,216.0,408,1,4991,0.3,1,calculator
309a16af-3147-43a0-8b0c-8ca5de4a1e97,0,217.0,391,1,4992,0.2,1,user_profile
ce376ecf-a58d-4d2b-a9bf-885afe42703d,0,638.0,1709,1,5595,0.2,1,kb-search
f78363b1-4a5f-4d6e-b4bf-1b426d220132,0,367.6666666666667,741,1,5306,0.2,1,weather_api
49eeeb29-fcbb-4476-a938-275a6ff34fb4,0,620.0,1550,1,4038,0.2,1,kb-search
a66b2d5f-42c1-42dd-afe8-3752b176afb3,0,171.66666666666666,301,1,5363,0.2,1,kb-search
04a8a5a1-87e5-45d3-8691-66970768364b,0,698.6666666666666,1752,1,6828,0.3,1,weather_api
542fcb60-93be-4a9d-a3f7-b7683da3de16,0,319.3333333333333,834,1,4929,0.2,1,calendar_lookup
99e9a65b-3d5a-4659-9680-684b5d6cedf8,0,721.3333333333334,1800,1,3269,0.3,1,weather_api
b50c1477-b794-4b23-91ab-b845c3016315,0,383.3333333333333,909,1,5140,0.2,1,calculator
295b1cef-0b92-4ac3-bec2-3fe8cb9a2c37,1,672.0,1939,2,3301486,0.9,1,"export_data,list_users"
81a9810e-8037-47ce-9a36-9e86b8019779,1,1763.6666666666667,4499,1,1114650,1.0,1,admin_override
f70bc45a-0b0e-4e47-bb0b-9961e39cfb9f,1,1556.3333333333333,4215,1,4733287,1.0,1,read_credentials
c49549b5-0f12-4a16-8957-ac6689349620,1,835.0,1471,1,4772205,1.0,1,read_credentials
eed548df-3af1-4b60-ad78-5440e60bc1a3,1,1173.75,3849,2,1322350,1.0,1,"file_read,send_email"
4d12b6b3-8f73-46e4-9d91-9693f601f764,1,709.5,2180,2,7310496,0.9,1,"list_users,admin_override"
25b58af1-d75e-4eb9-94ff-5b966397ee65,1,1717.0,5959,2,1304084,1.0,1,"file_read,read_credentials"
bc2c6b94-828a-4beb-95ac-778bf227af56,1,610.25,1618,2,7533505,1.0,1,"admin_override,send_email"
ed440e9d-e74a-45b8-9bc2-d1d628d30838,1,1860.0,5270,1,5235167,0.9,1,list_users
7c4228a9-dff0-4783-8c43-c8c71bf752ed,1,1368.0,4736,2,6282791,0.9,1,"read_credentials,read_credentials"
c1ae824f-5976-4085-9a49-2513cb1c187e,1,2177.3333333333335,5936,1,6804955,0.9,1,export_data
f13fec58-9ed3-46a9-8d35-1ed592409f88,1,1314.3333333333333,3451,1,5633342,1.0,1,admin_override
822d5c2b-c2a7-43aa-bc76-4b3c3491e26d,1,1475.25,4580,2,5105382,1.0,1,"send_email,export_data"
18e97676-9e7a-4e0f-968f-c219a0b19070,1,1622.0,4068,1,4700227,1.0,1,file_read
d4063f96-5d93-49e8-87be-e5daf115bd59,1,2219.0,5762,1,6736388,1.0,1,admin_override
aec8c64c-5fc2-4b02-8fd1-c779e269b132,1,1513.3333333333333,3687,1,2221556,1.0,1,export_data
89c4d0a9-4c7e-4d4d-b82e-ef9183f39af9,1,1753.75,5983,2,5886748,0.9,1,"read_credentials,file_read"
e0512793-c73f-4d3a-9cb1-36d6dd7bf76a,1,1022.6666666666666,2497,1,945383,1.0,1,send_email
bb742516-ec99-455f-afba-9152f15805c0,1,1407.25,5005,2,4326123,1.0,1,"exec_shell,db_dump"
18eb26b1-b149-4380-bfaa-cc0ea568c123,1,774.6666666666666,1771,1,7198889,1.0,1,read_credentials
4354aa07-8497-47e5-920a-029fece408b9,1,1768.3333333333333,4902,1,802047,0.9,1,read_credentials
2ea56317-1d3a-47d4-9838-17a5050c639e,1,522.6666666666666,999,1,5244961,1.0,1,db_dump
e736960e-ca97-48f2-8ca9-da8adf4e860e,1,1445.5,4952,2,662046,0.9,1,"list_users,export_data"
b06e66ac-7c48-4406-981e-571539a72228,1,928.0,2183,1,4291011,1.0,1,export_data
b4239a1b-a6b2-4952-afd1-4f2f464d28f2,1,1118.75,3495,2,4407199,1.0,1,"export_data,file_read"
3884f40f-3e2f-4225-9de3-26cae659a6be,1,800.0,2213,2,5755195,1.0,1,"list_users,send_email"
7560bcdb-b103-43a2-8f5a-1cac4873aff4,1,943.0,2221,1,4905240,0.9,1,export_data
a34e305d-54ce-4739-873b-24d7976222bf,1,692.6666666666666,1732,1,5783561,0.9,1,list_users
851acf21-3a59-4a56-baa4-e9e4a79a2ad7,1,1746.3333333333333,4655,1,3163823,0.9,1,exec_shell
25420deb-4aae-4744-85ad-c11a2294c3ad,1,766.75,1838,2,7139815,0.9,1,"list_users,read_credentials"
34579274-d46b-4282-8d64-141fe1d1bda1,1,1223.6666666666667,3168,1,6517595,1.0,1,db_dump
4e867fce-4975-401f-b7bc-4efa50820ac1,1,572.25,1256,2,1023331,1.0,1,"db_dump,file_read"
b6272971-a6bf-4fcd-9c0d-f4781776d437,1,1703.6666666666667,4502,1,1923269,0.9,1,admin_override
685fbf4d-38bb-4981-ba72-abeef496d2d6,1,1074.6666666666667,2799,1,3554689,0.9,1,list_users
d2d14093-fb01-4f22-8bb2-327d8ae3543d,1,842.3333333333334,1912,1,4841544,1.0,1,send_email
172d9466-c3a3-4ab3-a94a-8aa3a082fb0c,1,619.6666666666666,1277,1,1663348,1.0,1,exec_shell
81bb0e1b-a172-4d97-91ea-fc327d2a2b3c,1,889.0,1722,1,3492471,1.0,1,read_credentials
dae90cd9-16ba-4529-9dda-491f44a22af5,1,930.75,2990,2,2907647,1.0,1,"db_dump,db_dump"
feb9fa72-755b-4691-add1-1e6cdb5ba63e,1,484.25,930,2,673846,1.0,1,"admin_override,export_data"
5231988d-aa09-4990-b24f-4dbc43cc66e3,1,653.5,1485,2,4295270,1.0,1,"send_email,send_email"
c7c38711-f83e-43a2-bb45-b9dce8e5b1cd,1,1048.25,3531,2,6431517,1.0,1,"admin_override,db_dump"
810f2338-26dc-4107-a3a1-8eace85e9fa8,1,827.0,1676,1,2088688,0.9,1,list_users
317c6daf-93a8-4b05-99e3-b13eb756b5c1,1,881.6666666666666,2312,1,480773,0.9,1,db_dump
cc5abd47-f656-4ca4-9663-29694a92e62e,1,1657.0,5917,2,1087677,1.0,1,"file_read,export_data"
9c96283c-d705-4541-955f-6ff8860b8187,1,1092.25,3599,2,6525457,1.0,1,"admin_override,export_data"
41383679-fe8f-4f10-b44a-a8dc2f0f27ed,1,1266.0,4350,2,5123237,1.0,1,"send_email,admin_override"
d10a84ca-e19a-4926-802a-eb622e33d87f,1,1837.6666666666667,5038,1,6072159,1.0,1,exec_shell
dfafbba6-2e80-4531-a9c7-c613ac72726e,1,619.3333333333334,1429,1,4103699,1.0,1,db_dump
ae07f848-c5da-437e-ae1f-0f09d135fde7,1,2093.0,5972,1,6502869,0.9,1,export_data
94ae11a6-0b36-417f-8bad-756b6aacedc4,1,570.0,1441,1,2331601,1.0,1,list_users
3d2898d9-9a92-491a-90ab-105ce4655604,1,1390.5,4825,2,1609311,1.0,1,"read_credentials,exec_shell"
90ff0d7c-ed46-4f7c-9bef-4709074f7aea,1,910.5,2920,2,3319228,0.9,1,"export_data,list_users"
